,keluhan_clean
7854,mau tanya sistem rapor online beberapa sekolah beri tahu tata cara cari tahu sendiri internet sedang di website rapor net cantum nik password saya beri website rapor net sering ganggu turut saya sistem rapor online malah bikin orang tua bigung tidak lihat pantau hasil nilai anak orang tua gaptek soal internet mohon bantu saya lihat hasil nilai rapor terima kasih
7855,mau tanya sistem rapor online bingung cara bagaimana sedang tidak kasih username password
7856,yth pemkot surabayac q dinas terkaitsebelumnya sampai terimakasih atas realisasi pasang pju hasil aju musrenbang 2014 beberapa titik lokasi wilayah rw i jemur andayani sudah jalan 4 hari belum lewat 1 minggu pasang terang pju baru pasang nyala area jl jemur andayani ix x kondisi jalan seperti awal kurang terang suram itu mohon kira baik segera ingat ini jadi tanggungjawab laksana kontraktor kerja terimakasih atas perhati
7857,ythpihak terkaitdinas perhubungansurabaya ronny lahir surabaya tahun 1980 tinggal kota depok tahun 2015 mau ngasih saran sarana transportasi umum banyak kurang macet surabaya sarana transportasi bandara beberapa tempat jmp tanjung perak gresik kenjeran bungurasih beberapa tempat yg strategis guna mudah lebih tata macet spt jakarta terima kasih
7858,tiap hari harus lewat jl kusuma bangsa jl kapasari belok jl gembong tebas kejl cindil tuju tempat kerja keluh 1 salah satu ruas jl kapasari empat jl kusuma bangsa tiga jl gembong tebas yangseharusnya 1 arah jadi 2 arah banyak motor lawan arus motor2 masuk jl gembong tebas masuk jl kapasari kemudian menyeberangdimedian jalan buka tengah jl kapasari saya beberapa kali sempat nyaris mengalamitabrakan motor2 sebut mohon tempat personel jaga kawasan 2 ketikadari jl kapasari mau belok jl gembong tebas sangat sulit karena persis tikung sebut banyakpkl parkir motor ini tambah dengan motor2 dari jl gembong tebas belokkekanan mau masuk lawan arus jl kapasari muka no 1 atas 3 toko2 ujung jl gembong tebas dekat tiga jl kapasari banyak memplaster bahu jalandidepan toko dan kemudian gelar dagang jorok situ dampak jalanmenjadi sempit utama sisi belok persis kan kiri lampu lalu lintas saat ini lagididirikan tiga jl kapasari jl gembong tebas 4 ujung jl gembong tebas arah jl cindil banyak toko meubel gelar dagang sampai tengah jalan tambah banyak truk2 parkir tikung jalan sulit kendara yang akan belok jl cindil
7859,baca berita jawa pos 20 des 2015 lembar metropolis 33 judul relokasi pklngaglik jalan tempat sangat prihatin rena nyata rencana benar sudahada sejak 3 tahun lalu sampai ini realisasi camat tempat menemuikesulitan pindah mohon pemkot mensupport ini masuk minta bantuanpusat perlu pkl ngaglik - kapasari - gembong tebas bisa segera dipindahkansebab saja jalan macet rusak pandang kota juga sebab warga disituresah sulit keluar rumah bahkan jarang permisi dulu pkl depan rumahnyajika keluar mobil rumah kuatir senggol barang2 pkl sebut
7860,yth pemkot dinas kait dishub surabaya bagai jalan tiap hari lewat jl kapasari jl gembong tebas usul 1 median jalan jl gembong tebas harap tuntas mulai ujung jl cindil jl kapasari ingat banyak sekali motor jl gembong tebas tuju arah jl kapasari sampa tiga jl gembong tebas jl kapasari masuk lawan arus jl kapasari arah jl kusuma bangsa sangat bahaya ingat jalan kapasari sempit banyak pkl tambah kendara lawan arus 2 pasar pakai tikung jl gembong tebas - jl kapasari tuju arah jl simokerto tertib kalau pindah pasar ini tidak punya lahan parkir akibat nya motor unjung parkir depan pasar 2 lapis seberang tikung jl gembong tebas - jl kapasari tuju arah jl kusuma bangsa jadi sangat heran lahan parkir motor persis tikung jalan ramai
7861,yth ibu risma pemkot surabaya kadishub surabaya bagai karyawan tiap hari lewat jl gembong tebas sangat senang dipasangnyalampu lalu lintas tiga jl gembong tebas jl kapasari demikian kendara jl gembongtebasan tuju arah jl kusuma bangsa perlu lawan arus jl kapasari mana sangat bahaya jadi lama dukung pkl jl gembong tebas perlu dipindahkandulu jalan malah macet lampu lalu lintas sebut fungsi jl gembong tebas betul cukuplebar saat sisi jalan penuh pkl makan tengah badan jalan aneh satpol ppjl gembong tebas malah beri garis putih dua sisi bahu jalan mana ini olah jadi legalisasipkl untuk jual situ pkl rasa jual asal lewat garis sebut maka baik garis putih sebut hapus pkl2 sebut pindah dulu kalau maka lampu lalu lintas fungsi malah buat macet samping mungkin akan jadi satu2nya lampu lalu lintas disurabaya yang mana lampu justru penuh sesak pkl dan parkir kendara sekian terima kasih
7862,mohon ditindaklanjuti atas 1 pju kru lama gang 4 beberapa hari kira kira mulai jam 22 00 padam2 warning light jalan bratang wetan paling ujung lihat sempurna arah selatan mohon pihak wenang kurang dahan dahan pohon halang lihat warning light tersebutterima kasih perhati kerjasamanya
7863,yth walikota surabaya pemkot dinas kait akhir2 got jl gembong tebas bersih harap akan jadi banjirsaat musim hujan tiba penting got2 sebut baik buat tutup tidak dibiarkanterbuka saat mana jadi tempat buang sampah orang2 lewat maupunpkl2 yang ada panjang jalan sebut terima kasih
7864,mohon nyala pju mati satu blok jl medayu utara gg 13 rt 03 rw 12 medok ayu rungkut mati sejak minggu 6 des 2015
7865,karang empat v sekitar 3 lampu terang jalan umum mati sekitar satu minggu kondisi jalan jadi gelap malam hari kurang terang jalan mohon jadi perhati
7866,selamat pagi informasi lampu terang jalan depan rumah sudah minggu kondisi padam malam hari kepada dinas pju segera baik sangat bahaya rawan celaka lalu lintas atas perhatiaanya ucapakan banyak terima kasih
7867,pemkot surabaya nama bp djoko sy tinggal daerah kesumba - soka daerah taman paliatif beberapa hari belakang lampu pju daerah padam mati total akibat lingkung sangat gelap malam hari harap lampu pju baik nyala segera mungkin lingkung tepat di lingkung taman paliatif khawatir padam pju manfaat orang yg tdk tanggung jawab buat kriminal asusila tindak puji terima kasih atas perhati
7868,mohon beri lampu terang jalan panjang jalan kalijudan asri indah berbulan2 kondisi gelap kalau malam tiba lokasi sudah pernah jadi tempat pacar karna kondisi yg gelap kawatir area bisa jadi target jahat mohon bu risma tim menindaklanjuti lampir bukti foto terima kasih
7869,selamat malam sy mau mengibformasikan sdh minggu lampu terang jalan lokasi manyar tirtoyoso selatan 5 manyar tirtoyoso selatan 6 padam pada malam hari gelap mohon bantu dinas kait laku kece terima kasih
7870,yth pemkot kota surabaya ingin lapor ketidaknyamanan atas jalan rusak akibat hujan jadi belakang di jalan simolawang baru sekolah ii belakang pasar kapas moga segera tanggap terima kasihmonalisa soetrisno
7871,yth pemkot terkaitmohon segera laku baik jalan rusak menganggu lewat kendara motor depan jalan simolawang baru sekolah ii 18 terimakasih atas perhatiannyaalexandro gorenza
7872,pemkot surabaya tempat ingin lapor penuh sampah got simolawang baru sekolah gang ii ini salur buntu hingga banjir saat hujan lebat ini mohn segera tangan terimakasihrobert prayogo
7873,siang erick keluh buat salur air jl raya manyar yg tak kunjung selesai sulit bagai huni rumah berhari2 tukang kerja sdh ada 4korban celaka malam hari pipa pdam yg bocor betul basah rumah malam hari segera di selesai bangun salur air
7874,lampu terang jalan area rumah perum alam galaxy blok d5 sambikerep-surabaya padam 3-4 bulan sekarang ada pihak kait baik
7875,hitung waktu lampu lalu lintasdulu traffic light lampu lalu lintas jembatan nginden pasar pucang jalan kertajaya surabaya tempat tempat timer hitung waktu timer fungsi bagai hitung lama lampu merah lampu hijau kini tidak hanya ada cctv pasang atas lampu lalu lintas padahal timer sebut sangat bantu kendara lintas jalan raya utama ira berapa lama waktu butuh lintas lampu hijau ubah jadi lampu merah teknologi sudah maju malah hilang timer sebut tetap pasang sanding dgn cctv
7876,yth ibu risma pemkot dinas kait kasatpol pp kadishub surabaya beberapa tahun lalu pkl jl gembong tebas bersih mantanwalikota bpk bambang d h pkl balik mula terutamadiujung jl gembong tebas arah jl kapasari jalan mula lebar menjaditinggal paruh saat ada jadi makin parah persis diujungbelokan jalan sisi belok sekarang jadi tempat parkir motor pkl pernah baca berita kor awal tahun kata pkl situ pindah kok ujung tahun belum pindah akhir2 ini saya lihat jl gembongtebasan pasang median jalan lampu lalu lintas suatu pandang agakjanggal bawah lampu lalu lintas justru malah rupa tempat parkir motor pkl kapan pkl situ pindah tempat terima kasih
7877,yth pemkot surabaya kepala satpol pp surabayaseperti tahu jl gembong tebas banyak pkl mana makan paruh badan jalan buat jalan jadi sempit utama ujung jl gembong tebas dekat tiga jl kapasari saja pkl sangat padat kendara parkir luber persis dua sisi belok ini sedang bangun batu pisah tengah jalan pasang lampu lalu lintas situ bayang bagaimana macet kalau lampu lalu lintas sebut operasi mohon pkl situ tertib pindah lebih boleh kendara parkir situ persis belok jalan sangat aneh ironis bawah lampu lalu lintas justru jadi lahan parkir motor dan pkl sekian terima kasih
7878,yth bapak ibu kepala dishub surabayadengan hormat sama ingin beri adu flayoffer lokasi sukomanunggal donowati mana jalan sebut sering tutup warga contoh nya hari ini tanggal 3 desember 2015 pukul 18 00 lintas arah banyu urip tuju manuk nyata jalan sebut tutup karena kan bazar warga kan jalan utama itu acara itu acara itu di jalan memang bukan jalan utama sedang turut jalan sebut kalau di tutup seperti itu timbul macet apa di bangun flayoffer kalau sering macet bagai guna jalan mohon kerjasamanya menginggatkan jabat lurah camat sana untuk koordinasi warga tidak tutup jalan utama sembarang karena kepentinggan satu pihak demikian adu atas perhati ucap banyak terima kasih hormat saya
7879,mohon nyala pju panjang jl tambak lab sisi timur trims
7880,selamat sore ingin keluh kena sungai letak daerah siwalankerto tepat depan universitas kristen tra dapat banyak sampah sungai buat bau sedap ganggu warga dan sampah tutup salur sungai akibat banjir sampai keluh agar kasus dapat segera tangan pihak wajib terima kasih
7881,selamat pagi bapak ibu ingin lapor ada jalan rusak kompleks wisma mukti mana jalan rusak sebut cukup menganggu warga utama musim hujan yang cukup bahaya jalan sebut rendam air terima kasih
7882,warga surabaya keluh banyak pohon lebat daerah pagesangan timur belum d rapi dahan nya sangat ganggu jalan lewat
7883,selamat malam ingin ulang keluh tanggap hadap jalan rusak bergeronjal jalan sidonipah jalan yang rusak sebut bahaya kendara kendara motor saat malam hari mohon tindak lanjut perhati terimakasih
7884,keluhanselamat siang bapak ibu jalan lubang jl patimura seberang bengkel 3m autofilm depan institut informatika indonesia ikado banyak jalan resah lubang sebut lubang sebut potensi celaka utama yang kendara sepeda motor
7885,selamat sore ingin keluh kena kali kotor cemar lokasi jl nginden semolo sampah tumpuk arus sungai macet dapat rugi dapat timbul banjir juga jadi wabah sakit utama di musim hujan mohon kerjasama perintah segara tindak lanjut masalah ini terima kasih
7886,selamat sore ingin keluh jalan rusak menganggu kendara utama motor paving rata buat jalan tidak nyaman lokasi depan gereja gembala baik siwalankerto terima kasih
7887,selamat siang ingin lapor lubang jalan siwalankerto selatan 1 lubang bisa bahaya masyarakat lewat mohon segera baik
7888,selamat siang bapak ingin aju keluh polisi tidur citraland karena ada beberapa polisi tidur terlalu tinggi buat mobil pendek susah lewat
7889,yth pj walikota sby dinas hubung sbydemi tekan jumlah celaka tumbuh etika kendara tanggung jawab jalan raya saya usul kendara angkut umum bis kota angkot taxi truck mohon beri tulis belakang kendara kalimat apabila driver kendara bahaya jalan raya harap hubung no telp memang ada bagi kecil truck usaha swasta sangat sadar dengan resiko jadi drivernya ugal - ugalan jalan raya untuk bis kota angkot truck belum tulis kalimat kontrol sebut banyak di jalan raya karena mohon dishub surabaya punya terobos demi sikap mental kendara tanggung jawab selamat warga surabaya terima kasih
7890,selamat malam ingin aju keluh kena polisi tidur ada panjang jalan unesa tuju rs orthopedi surabaya barat polisi tidur terlalu tinggi hingga ganggu nyaman jadi beberapa celaka himbauan saya perintah arah tambah tanda ingat pendek polisi tidur terima kasih
7891,selamat pagi mau keluh kali gununganyar lantar keluh kali sudah pernah sampai sampai tanggap mohon ketaggapan perintah surabaya tangan bersih kali ini lebih di musim hujan ini jadi sarang sakit bahaya terimakasih
7892,mau beri keluh pihak samsat sangat lama tindak lanjut proses baharu stnk janji pihak samsat beri tanggap sesuai sudah sejak agustus beri layan tidak laksana sekarang
7893,selamat siangkami tunjuk dinas didik sekolah sdn khusus lurah gebang putih mana sdn lurah seperti menur pumpungan klampis ngasem sudah bahkan lebih 2 bagaimana ada lurah yang blm punya sdn sama sekaliseperti lurah gunung anyar lurah oso wilangun saran bangun sdn tiap lurah meski jumlah gk terlalu besar duduk thanks
7894,selamat sore ingin keluh jalan rusak jl jemursari selatan iv jalan jadi jalan tembus dari raya jemursari jemur andayani akan kutisari pula balik jalan sebut telah tambal tambal rusak mohon ditindaklanjuti terima kasih
7895,yth dinas bersih taman mohon laku baik lampu pju 1 mati jl tengger raya 1 makam rt 07 rw 02 kandang lokasi kampung gapura jadi kalau laku baik harap bawa tangga panjang mobil dkp bisa masukterimakasih atas perhati
7896,selamat siang ingin keluh kena kali ada luar area gedung universitas kristen tra surabaya jl siwalankerto 121-130 kali ada depan gedung universitas kristen tra surabaya gedung entrance hall dekat padang pasir dekat kali sebut orang jual ingin kali sebut jadi bersih tidak ganggu warga berlalu-lalang cara minta bantu bersih terima kasih
7897,selamat siang bapak ibu ingin aju keluh jalan lubang jalan tenggilis mejoyo kk 7 mohon ini segera baik dapat ganggu guna jalan terima kasih
7898,keluh ada tumpu sampah dapat kali jalan raya saronojiwo panjang jiwo surabaya sangat ganggu timbul bau tidak enak guna jalan sebab kali jadi kotor bulan lalu sudah 2 kali lapor belum respon mohon segera direspon ditindaklanjuti perintah kota surabaya terima kasih atas perhati
7899,selamat pagi mau aju keluh jalan rusak jalan jemursari tepat depan hotel luminor jalan bahaya guna jalan kalau malam hari karena kuragnya terang jalan mohon tanggap kerjasamanya terima kasih
7900,selamat malam ada keluh jalan rusak jalan abdul karim surabaya selatan
7901,selamat malam ingin keluh jalan kedungbaruk selalu macet kurang atur guna jalan trotoar rusak muka jalan gelombang pernah keluh 3 bulan lalu belum tanggap mohon tindak lanjut terimakasih
7902,selamat malam ingin keluh kena jalan rusak lokasi jl kertomenanggal depan korem 084 bj rasa rusa jalan ganggu aktivitas transportasi khusus sepeda motor harap perintah kota surabaya tanggap cepat terimakasih
